Id_cliente;Edad;Genero;Venta_total;N_Compras;FechaCompra;MontoCompra;MetodoPago;Tiempo;Navegador;Boletin;Vale
505538;51;1;26.7;2;27/10/2021;13.107;2;442;0;0;0
505539;30;1;48;3;25/09/2021;23.057;0;757;0;0;0
505540;39;0;155.9;5;21/12/2021;33.774;1;662;3;0;0
505541;35;0;227;7;1/10/2021;27.649;1;869;3;0;0
505542;18;0;51;2;21/08/2021;32.19;0;823;1;0;0
505543;53;0;378.1;3;7/05/2021;95.022;2;934;3;0;0
505544;34;1;174;8;2/01/2021;26.205;1;715;0;0;0
505545;45;0;34.1;1;15/02/2021;31.92;0;636;3;0;0
505546;27;0;101.1;5;19/04/2021;22.529;1;854;0;0;0
505547;34;1;121.5;6;15/01/2021;18.663;0;965;0;1;0
505548;26;0;328;6;5/07/2021;50.43;0;929;0;1;1
505549;51;0;114.6;6;11/10/2021;17.425;1;838;0;0;0
505550;40;0;95.3;3;18/12/2021;22.035;0;822;0;1;1
505551;40;1;183.3;5;28/06/2021;35.011;2;733;2;0;0
505552;52;0;410.4;10;16/11/2021;46.963;2;854;0;0;0
505553;50;0;617.2;24;26/12/2021;29.261;2;1126;1;1;1
505554;45;0;74.5;4;10/11/2021;25.848;1;736;0;0;0
505555;19;1;76.8;4;19/06/2021;15.621;1;674;2;1;0
505556;28;0;65.2;2;29/04/2021;51.56;1;701;0;1;1
505557;24;0;37;1;23/12/2021;35.15;1;830;1;0;0
505558;45;1;356.3;10;30/03/2021;36.939;2;378;1;0;0
505559;38;1;76.3;5;31/05/2021;19.398;1;756;0;0;0
505560;19;0;275.5;5;28/01/2021;54.36;0;939;0;1;1
505561;34;0;30;1;17/10/2021;27.943;1;685;0;0;0
505562;18;0;296.9;5;26/08/2021;49.617;0;814;0;1;0
505563;35;1;210.4;7;31/01/2021;26.054;2;1160;0;0;0
505564;18;0;122;3;23/03/2021;38.508;0;840;0;0;0
505565;42;1;149.2;6;22/07/2021;25.419;1;357;1;0;0
505566;41;1;256.9;4;17/07/2021;53.957;2;526;0;1;0
505567;59;1;62.7;3;20/10/2021;20.918;1;735;0;1;0
505568;46;0;234.1;4;8/04/2021;41.284;1;635;0;0;0
505569;31;1;126.2;5;4/12/2021;20.206;2;799;0;0;0
505570;46;1;55.5;2;12/06/2021;29.74;2;727;0;0;0
505571;19;1;182.4;3;28/10/2021;45.22;0;970;1;0;0
505572;24;0;97.9;3;29/03/2021;24.02;0;564;1;1;1
505573;40;1;146.8;2;14/01/2021;43.221;1;743;0;0;0
505574;18;1;455.8;7;21/01/2021;55.183;0;819;0;1;1
505575;36;1;14.6;1;17/05/2021;13.87;0;841;0;0;0
505576;24;1;487.2;14;14/12/2021;44.221;1;786;1;1;0
505577;37;0;580.6;13;18/01/2021;58.085;0;346;0;1;0
505578;23;0;94.5;3;15/05/2021;24.494;0;755;2;0;0
505579;41;1;144.1;3;9/02/2021;28.667;2;733;1;1;1
505580;36;1;112.9;6;7/12/2021;17.175;1;916;1;0;0
505581;53;1;70.9;3;4/09/2021;23.388;1;910;0;1;0
505582;36;0;182.7;3;6/10/2021;53.699;0;763;3;0;0
505583;27;0;33.4;1;18/09/2021;29.005;1;836;0;0;0
505584;33;1;421;7;28/08/2021;43.829;1;1023;0;1;0
505585;20;1;168.3;8;10/10/2021;24.351;1;927;3;1;0
505586;41;0;114.2;3;3/01/2021;33.944;1;810;1;1;0
505587;43;0;75.2;1;12/11/2021;61.314;1;1166;0;1;0
505588;66;1;147.8;2;28/09/2021;76.117;1;667;0;1;1
505589;29;0;50.7;2;27/09/2021;37.493;1;567;0;1;0
505590;33;0;81.9;4;24/05/2021;35.368;1;738;2;1;1
505591;29;0;25.3;1;20/10/2021;24.035;0;713;0;0;0
505592;39;0;132.5;2;20/05/2021;50.214;1;336;0;0;0
505593;41;0;49.2;1;18/01/2021;33.164;1;663;0;0;0
505594;35;1;142.8;3;28/11/2021;62.691;1;772;4;1;0
505595;49;1;66.6;3;27/03/2021;20.315;2;750;1;0;1
505596;29;1;121.3;7;7/02/2021;28.818;0;640;0;1;0
505597;48;1;364.4;13;15/08/2021;32.728;1;728;3;1;0
505598;42;0;338.3;7;27/03/2021;44.066;1;802;0;1;0
505599;36;0;118.2;5;10/11/2021;19.171;0;869;2;1;0
505600;32;0;311.9;11;11/06/2021;33.58;0;645;1;1;0
505601;65;0;58;1;2/01/2021;55.1;1;937;0;1;0
505602;26;1;155.3;4;14/12/2021;39.519;1;544;2;0;0
505603;40;0;197.9;7;7/07/2021;39.466;2;629;3;1;0
505604;27;1;31.6;1;6/04/2021;24.275;1;1086;0;1;0
505605;57;0;360.2;10;5/09/2021;36.987;2;596;0;1;1
505606;47;0;127.8;7;13/07/2021;22.278;0;621;2;0;0
505607;28;0;108.7;2;11/01/2021;55.209;1;554;0;0;0
505608;42;0;58.5;1;5/10/2021;49.626;1;631;0;1;1
505609;39;1;212.2;7;27/05/2021;37.076;1;805;0;1;0
505610;30;1;87.8;3;13/09/2021;42.466;1;867;2;1;1
505611;45;0;66.5;1;23/11/2021;63.175;1;757;1;1;0
505612;41;1;483.3;3;11/08/2021;97.01;1;662;3;1;1
505613;39;1;45.4;1;3/09/2021;36.317;1;556;0;0;0
505614;35;0;179.2;6;3/04/2021;43.067;0;579;4;1;1
505615;41;0;43;1;28/03/2021;40.85;1;502;0;0;0
505616;39;0;614.4;8;1/06/2021;80.638;1;893;1;1;1
505617;37;0;107.8;2;8/11/2021;56.951;1;905;1;0;1
505618;28;1;290.6;8;11/07/2021;41.89;2;773;0;1;0
505619;56;0;330.6;9;8/05/2021;52.067;1;839;1;0;0
505620;23;1;176.1;5;12/10/2021;42.233;1;938;0;0;0
505621;41;1;131.4;8;8/11/2021;18.678;1;798;0;1;0
505622;32;0;74.6;1;26/11/2021;66.744;1;1011;1;1;1
505623;57;1;52.6;2;20/04/2021;25.201;1;596;0;1;0
505624;25;0;82.9;2;17/09/2021;39.669;1;697;1;1;1
505625;27;0;39.2;2;4/08/2021;28.317;2;696;0;1;1
505626;24;0;58.4;2;13/06/2021;31.104;1;897;0;0;0
505627;40;0;414;8;25/05/2021;39.767;1;502;1;1;0
505628;20;0;534.7;12;11/02/2021;61.283;1;1041;0;1;0
505629;30;1;180;4;11/04/2021;32.714;1;821;3;1;1
505630;18;1;132.2;2;20/07/2021;64.236;1;1025;4;0;0
505631;39;1;80.1;4;20/11/2021;17.026;1;773;0;1;0
505632;30;0;118.1;9;13/11/2021;23.307;1;681;0;0;1
505633;18;1;57.1;2;10/03/2021;26.675;1;898;0;1;1
505634;49;0;320.9;8;5/09/2021;49.848;1;926;2;0;0
505635;20;1;111.4;5;31/01/2021;21.873;2;651;0;0;0
505636;46;1;21.2;1;4/09/2021;19.952;2;360;3;0;0
505637;28;1;530.2;5;5/05/2021;93.763;0;381;4;1;1
505638;55;0;52.2;2;14/06/2021;33.961;1;827;0;1;0
505639;45;1;727.5;9;19/09/2021;71.82;1;1037;1;1;0
505640;24;1;61;1;5/06/2021;55.681;1;546;0;0;0
505641;25;0;807.8;15;22/10/2021;50.312;2;731;0;1;0
505642;43;1;123.8;2;14/07/2021;73.921;2;717;0;0;1
505643;33;0;72.6;2;31/12/2021;31.627;1;1106;1;0;0
505644;34;0;237;11;21/08/2021;24.787;2;1187;0;1;1
505645;51;1;330.6;8;19/04/2021;44.146;1;796;3;0;0
505646;27;1;107.8;3;10/10/2021;29.872;1;942;0;1;0
505647;37;0;234.5;3;29/05/2021;46.793;0;917;1;0;0
505648;47;0;938.2;18;14/07/2021;52.483;0;490;3;1;0
505649;46;0;36.7;2;19/02/2021;25.589;0;886;1;0;0
505650;34;0;75.1;3;13/02/2021;26.823;2;596;0;0;0
505651;33;1;39.4;1;29/07/2021;33.626;2;749;0;0;0
505652;18;0;646.8;12;10/03/2021;58.881;1;985;0;1;0
505653;23;1;34.3;2;31/12/2021;24.579;1;795;0;0;0
505654;40;0;165.2;2;9/11/2021;77.497;1;918;3;0;0
505655;34;0;79.4;5;13/09/2021;16.697;1;1014;0;0;0
505656;37;0;247.9;4;26/09/2021;72.519;2;464;0;0;0
505657;48;0;42.2;1;6/08/2021;39.356;0;348;2;0;0
505658;22;0;158.9;3;23/01/2021;42.29;0;989;0;1;0
505659;33;0;119;3;24/05/2021;43.988;1;936;3;0;0
505660;38;0;15.1;1;30/06/2021;12.347;2;826;0;0;0
505661;28;0;63.3;2;1/12/2021;30.812;1;851;0;1;0
505662;53;1;187.4;7;22/03/2021;34.419;1;921;1;0;0
505663;47;1;161;4;1/07/2021;71.409;0;937;0;1;1
505664;39;1;519.7;15;6/05/2021;32.715;1;665;3;1;0
505665;58;0;71.6;1;19/02/2021;68.02;1;952;0;1;0
505666;18;0;568.2;9;7/02/2021;75.47;0;718;0;0;0
505667;36;0;48.3;1;14/05/2021;45.588;2;824;0;0;0
505668;40;1;57;2;31/01/2021;38.192;2;816;0;0;0
505669;25;1;120.5;5;25/01/2021;22.547;1;605;1;0;0
505670;40;0;604.4;16;9/05/2021;55.012;1;646;0;1;1
505671;23;0;58.2;2;15/03/2021;31.151;1;1162;1;0;0
505672;44;0;113.7;2;22/07/2021;64.059;1;559;3;0;0
505673;49;0;90.5;7;7/01/2021;18.814;2;847;0;1;0
505674;39;1;195.2;6;21/04/2021;31.575;1;864;1;1;1
505675;18;0;52.1;1;15/06/2021;49.495;2;770;0;1;0
505676;24;0;409.2;3;18/12/2021;75.172;1;861;2;0;0
505677;43;0;197.5;5;20/08/2021;48.992;0;839;0;1;0
505678;36;0;301.1;3;18/11/2021;64.187;2;603;1;1;0
505679;18;0;222.4;6;6/05/2021;36.569;1;877;0;1;0
505680;51;0;629.8;9;14/06/2021;78.79;0;682;0;0;0
505681;38;0;42.1;1;3/06/2021;39.751;1;1093;0;0;0
505682;26;0;48.1;1;20/11/2021;44.994;1;857;0;0;0
505683;48;1;234;7;17/12/2021;39.263;1;594;3;1;0
505684;28;0;52.9;2;18/12/2021;31.832;0;842;0;0;0
505685;28;0;117.4;3;2/10/2021;43.484;2;544;4;0;0
505686;40;1;401.8;12;3/07/2021;40.215;2;826;0;0;0
505687;57;0;283.7;5;17/07/2021;45.382;2;739;0;1;0
505688;55;1;72;7;24/12/2021;13.491;1;631;0;0;0
505689;40;1;40.3;2;14/04/2021;24.296;0;629;0;0;0
505690;42;0;156.6;6;7/05/2021;27.854;1;1178;2;1;0
505691;45;0;61.5;4;24/11/2021;18.895;2;796;0;1;0
505692;21;1;357;13;22/05/2021;21.727;2;642;3;1;0
505693;44;0;156.3;4;27/03/2021;49.321;1;671;0;1;0
505694;27;0;44.1;1;24/07/2021;41.35;1;865;0;0;0
505695;40;1;553.4;11;29/04/2021;55.665;1;665;0;0;0
505696;33;0;56.7;1;22/11/2021;53.865;1;563;1;0;0
505697;42;1;95.1;1;28/11/2021;55.932;2;774;0;0;0
505698;37;1;192.9;4;22/04/2021;35.42;2;713;3;0;0
505699;18;1;492.6;7;13/07/2021;62.441;1;705;0;0;0
505700;38;1;186.4;6;26/12/2021;32.623;1;620;0;0;1
505701;44;1;1144.2;11;28/09/2021;73.126;2;670;2;1;1
505702;41;0;361.4;7;20/03/2021;54.406;1;675;1;0;0
505703;35;1;476.3;11;4/08/2021;47.034;1;630;2;1;0
505704;56;1;320.1;9;15/08/2021;36.538;0;830;0;1;0
505705;40;1;51.6;2;27/08/2021;26.872;1;1161;1;0;0
505706;41;1;76.4;2;10/01/2021;35.742;1;1020;0;0;0
505707;49;1;19.1;1;20/04/2021;18.145;0;1060;4;1;0
505708;40;0;103.9;3;8/11/2021;68.149;2;678;0;1;1
505709;25;1;268.1;9;30/03/2021;28.2;1;1041;2;0;0
505710;18;0;94;3;20/04/2021;28.104;2;821;0;0;0
505711;30;0;35.9;2;28/04/2021;17.714;1;918;2;1;1
505712;45;0;75.3;4;6/03/2021;22.432;2;822;2;1;0
505713;32;1;413;5;26/02/2021;134.871;1;658;3;1;1
505714;46;1;289.7;8;7/05/2021;27.464;1;910;0;0;0
505715;38;0;512.9;10;16/11/2021;56.34;1;867;0;1;0
505716;51;0;35.5;2;1/01/2021;20.054;1;422;2;0;0
505717;32;0;201.7;12;14/04/2021;19.673;1;738;1;0;0
505718;42;0;240.2;6;23/01/2021;35.546;0;917;1;1;0
505719;42;0;270.8;6;24/07/2021;36.177;0;830;0;0;0
505720;54;1;60.7;2;2/04/2021;27.603;1;865;0;0;0
505721;18;0;108.8;3;17/10/2021;33.299;0;645;0;1;0
505722;30;0;120.3;5;2/08/2021;28.63;1;806;1;1;1
505723;46;0;233.5;4;14/10/2021;73.604;1;763;0;1;1
505724;55;0;242;3;20/08/2021;89.441;1;743;0;0;0
505725;39;1;120.8;2;10/06/2021;55.108;1;618;2;0;0
505726;32;0;32.9;2;11/11/2021;18.996;1;945;0;0;0
505727;45;0;49;1;23/06/2021;42.892;1;782;3;0;0
505728;46;1;161.8;5;13/12/2021;27.841;1;824;0;0;0
505729;32;0;349.2;11;30/12/2021;27.023;1;1149;0;1;0
505730;40;1;86.8;2;3/08/2021;48.311;1;865;0;0;0
505731;50;1;704.4;22;4/09/2021;44.116;1;996;0;0;1
505732;59;1;155.3;4;4/04/2021;38.817;1;809;1;0;0
505733;45;1;98;3;25/10/2021;36.905;1;716;0;0;0
505734;37;0;42;2;3/09/2021;27.895;1;589;0;0;1
505735;35;0;165.4;8;26/11/2021;22.191;1;823;0;1;0
505736;43;0;109.3;3;8/04/2021;31.487;1;281;1;0;0
505737;35;0;50.7;2;15/10/2021;31.466;1;789;2;1;0
505738;38;0;448.2;7;21/06/2021;42.209;2;837;0;1;0
505739;23;0;949.2;16;9/03/2021;52.208;0;741;0;1;0
505740;52;0;88.9;3;4/03/2021;33.312;2;763;0;1;0
505741;22;0;644.6;14;25/07/2021;41.465;1;535;1;1;1
505742;31;1;1059.4;25;27/04/2021;52.95;0;1029;0;1;0
505743;37;0;65;2;7/02/2021;31.271;1;719;0;0;0
505744;60;0;334.5;7;5/06/2021;42.914;1;565;2;0;0
505745;31;0;363.1;8;27/08/2021;38.596;2;878;0;1;0
505746;28;1;268.4;9;27/04/2021;30.924;1;780;1;1;0
505747;29;0;196.1;13;15/12/2021;19.764;1;715;0;1;0
505748;56;1;71.7;3;12/10/2021;26.578;0;636;3;1;1
505749;18;0;360;5;7/07/2021;53.091;1;779;0;0;0
505750;24;0;142.9;10;8/12/2021;16.916;1;1022;0;0;0
505751;69;1;282;4;8/06/2021;91.571;0;865;0;1;1
505752;43;0;48.6;2;20/02/2021;25.813;1;774;0;1;0
505753;23;0;18.5;1;14/01/2021;16.105;2;913;1;1;0
505754;35;0;291.7;14;9/12/2021;27.432;1;785;0;1;0
505755;37;0;32.6;3;17/12/2021;12.694;1;852;0;0;0
505756;46;0;52.9;4;27/09/2021;17.062;1;787;1;0;0
505757;58;0;423.9;8;7/02/2021;37.699;2;886;0;0;0
505758;41;0;55.8;4;18/04/2021;17.648;1;680;1;0;0
505759;30;1;130;7;15/01/2021;18.055;1;555;1;1;0
505760;45;0;65.6;2;19/01/2021;43.248;1;943;0;1;1
505761;28;0;40.6;1;31/03/2021;36.893;1;1031;1;1;0
505762;24;1;53.8;1;28/07/2021;42.47;1;523;3;0;0
505763;18;0;69.1;2;24/01/2021;36.142;1;772;2;0;0
505764;18;1;39.1;1;26/12/2021;32.4;1;699;0;0;0
505765;25;0;52.2;1;16/06/2021;45.227;0;939;0;0;0
505766;22;1;462.8;9;7/04/2021;48.507;1;764;3;0;0
505767;40;1;319.6;7;8/07/2021;36.716;1;1359;1;0;0
505768;22;0;73.1;1;16/10/2021;41.756;0;726;0;0;0
505769;18;1;41.8;3;25/04/2021;10.244;1;1057;0;0;0
505770;23;1;59;3;18/01/2021;29.282;0;1054;1;1;0
505771;30;1;278.1;6;19/01/2021;65.466;1;836;2;1;0
505772;29;0;51.5;2;7/11/2021;26.346;1;727;3;0;0
505773;54;0;52.7;2;10/02/2021;43.815;1;737;3;1;0
505774;29;0;224.2;6;20/08/2021;38.837;1;782;0;0;0
505775;47;1;132.4;7;21/05/2021;27.673;0;964;1;0;0
505776;36;0;89.1;2;11/10/2021;42.858;1;623;0;1;0
505777;35;0;219.1;7;23/01/2021;28.467;1;751;0;0;0
505778;26;1;113.2;4;24/11/2021;32.993;0;729;0;1;1
505779;35;0;28.9;1;12/09/2021;27.056;1;409;3;0;0
505780;27;1;24.2;1;13/06/2021;22.99;1;935;0;0;0
505781;38;0;136.5;6;17/03/2021;22.263;1;971;0;0;0
505782;33;1;82.7;4;23/12/2021;28.064;1;666;0;0;0
505783;25;0;172;6;21/04/2021;36.02;0;965;0;0;0
505784;48;0;70.7;2;29/06/2021;34.475;1;495;0;0;1
505785;41;1;235.4;9;24/05/2021;28.618;2;784;0;0;0
505786;31;0;116.6;1;26/03/2021;110.77;1;757;0;0;0
505787;38;0;193.2;3;2/06/2021;56.961;2;796;0;1;1
505788;35;0;64.3;4;25/02/2021;16.302;1;755;2;1;0
505789;26;1;141.6;4;1/01/2021;39.954;2;746;1;1;0
505790;37;0;96.9;2;16/04/2021;44.576;1;670;2;1;1
505791;29;0;405.8;3;10/02/2021;169.736;1;760;0;1;0
505792;25;0;41.8;2;1/06/2021;39.71;1;1025;0;1;0
505793;18;0;482;4;11/11/2021;85.789;2;676;0;1;0
505794;32;1;132.4;6;1/03/2021;31.788;1;1126;3;1;1
505795;43;0;410.5;11;1/01/2021;24.67;2;666;0;1;0
505796;28;1;56.8;3;10/02/2021;24.925;1;823;0;1;1
505797;66;1;102.1;3;5/07/2021;62.281;1;823;3;1;1
505798;47;1;23.9;1;11/04/2021;22.705;1;667;3;0;0
505799;52;1;354;12;28/06/2021;26.934;1;1029;0;1;0
505800;46;0;590.3;9;11/01/2021;44.526;2;838;2;0;0
505801;58;1;349.8;9;2/05/2021;31.124;1;743;0;0;0
505802;27;1;144.6;3;30/05/2021;37.47;0;1027;0;0;0
505803;18;1;41.2;3;7/06/2021;18.885;1;597;0;0;0
505804;31;0;71.2;5;21/07/2021;11.614;1;618;3;0;0
505805;43;0;234.9;4;12/10/2021;62.401;0;881;0;0;0
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;272.8;3;7/08/2021;76.844;2;583;2;1;0
505813;55;0;;;;41.736;1;593;1;0;0
505814;37;1;52.4;4;30/11/2021;;;1052;0;1;0
505815;29;1;452.6;9;25/06/2021;44.29;1;;;1;0
505816;29;1;101.8;3;12/11/2021;36.237;1;829;0;;
505817;28;1;42.5;2;7/09/2021;29.062;2;1023;0;0;0
505818;27;1;214.1;4;2/05/2021;40.782;1;878;0;1;1
505819;21;0;751.6;10;25/03/2021;79.198;0;644;0;1;0
505820;18;1;330.3;7;29/09/2021;41.51;1;577;1;1;1
505821;34;1;559;10;1/05/2021;64.872;2;1117;0;1;1
505822;29;1;408.8;12;1/04/2021;42.441;1;593;0;1;0
505823;49;0;119.4;3;6/12/2021;41.808;1;620;3;1;0
505824;40;1;158.1;3;26/06/2021;45.883;0;787;3;0;0
505825;39;0;55.8;1;18/01/2021;33.558;2;741;0;0;1
505826;27;0;95.1;4;30/06/2021;18.468;1;823;3;0;0
505827;35;1;251;4;18/06/2021;71.894;0;516;0;0;0
505828;40;1;24.2;2;12/11/2021;17.662;1;742;0;0;0
505829;45;0;281.2;7;17/09/2021;39.897;1;842;3;0;0
505830;35;0;574.4;7;11/03/2021;80.928;1;883;1;1;0
505831;49;1;52.9;1;24/02/2021;41.347;1;637;2;0;0
505832;36;0;604.3;9;9/08/2021;52.646;1;596;0;1;1
505833;46;0;55.4;1;18/01/2021;47.356;2;818;0;1;0
505834;30;1;150.3;2;27/04/2021;59.268;1;544;0;0;0
505835;18;1;113.3;2;20/02/2021;59.547;2;951;3;0;0
505836;39;0;24;1;8/01/2021;21.075;1;808;0;0;1
505837;45;1;148.3;2;2/12/2021;75.02;1;655;0;1;1
505838;43;0;295.1;5;2/02/2021;38.937;1;590;0;1;1
505839;41;0;269.1;10;4/01/2021;25.417;1;646;1;0;0
505840;32;1;350.3;17;7/12/2021;21.59;1;499;0;1;0
505841;26;1;49;1;10/03/2021;45.289;0;829;2;1;1
505842;43;0;598.2;15;26/10/2021;27.237;2;635;0;0;0
505843;41;0;88.9;2;12/01/2021;36.239;1;852;0;1;0
505844;29;0;78;2;26/02/2021;34.977;1;877;0;0;0
505845;49;0;122;3;10/02/2021;41.136;2;954;0;0;0
505846;25;0;646.7;15;15/09/2021;60.165;1;805;1;1;1
505847;29;0;313.5;4;15/08/2021;58.298;2;943;2;0;0
505848;56;1;943;11;23/06/2021;69.477;2;1029;0;1;1
505849;46;0;379.6;9;30/03/2021;71.408;1;826;0;1;0
505850;32;1;31.9;1;2/02/2021;30.305;1;837;0;0;0
505851;39;1;184.2;6;27/07/2021;28.372;1;620;3;1;1
505852;38;1;333.2;11;26/03/2021;38.768;2;542;3;0;1
505853;18;1;63.1;2;4/08/2021;30.743;2;971;2;0;1
505854;25;0;90.8;6;8/09/2021;19.391;0;889;0;0;0
505855;35;0;177.2;7;7/11/2021;31.18;1;904;0;1;0
505856;32;1;71.6;2;30/06/2021;47.69;2;604;4;1;0
505857;39;0;293.3;5;2/01/2021;60.346;1;1072;0;0;0
505858;50;0;211.4;6;13/04/2021;35.248;1;719;1;0;0
505859;32;0;285.6;7;8/11/2021;55.225;1;576;3;1;0
505860;23;1;53.2;2;14/07/2021;34.402;1;637;2;1;0
505861;40;0;54.9;5;14/08/2021;12.221;1;1043;1;0;0
505862;32;0;330.7;19;17/06/2021;18.98;1;580;0;0;0
505863;34;0;201.7;6;1/03/2021;40.783;1;585;3;0;0
505864;32;1;233.8;13;24/11/2021;15.495;2;1302;0;0;0
505865;63;0;327.7;19;10/10/2021;19.176;0;889;3;0;0
505866;18;1;52.2;3;30/12/2021;16.742;1;648;0;1;0
505867;31;1;241.9;7;9/11/2021;31.204;0;545;2;1;0
505868;36;0;40.3;1;17/04/2021;37.769;1;419;3;0;0
505869;27;0;226.2;12;3/04/2021;16.539;2;777;1;1;0
505870;47;1;157.9;3;1/04/2021;50.627;1;911;0;0;0
505871;46;1;37.1;1;2/12/2021;35.245;1;1053;0;1;0
505872;35;0;107.2;7;23/07/2021;18.912;2;399;2;0;0
505873;33;0;182;4;15/06/2021;36.311;1;521;1;0;0
505874;35;0;181.4;11;20/12/2021;24.888;1;758;0;0;0
505875;35;0;69.4;3;9/08/2021;23.987;1;1222;3;0;0
505876;35;0;48.8;3;28/11/2021;22.735;0;879;3;1;1
505877;34;0;120.9;4;26/12/2021;33.655;1;787;3;1;0
505878;39;0;44.7;2;29/01/2021;31.863;1;540;1;0;0
505879;45;1;80.2;3;12/05/2021;32.036;1;328;4;0;0
505880;21;1;161;7;25/09/2021;30.44;0;727;3;1;0
505881;23;1;40.3;1;24/10/2021;38.285;1;762;0;1;0
505882;18;1;616.4;17;24/02/2021;35.417;1;662;4;1;1
505883;46;1;61.3;5;27/04/2021;14.73;2;712;0;1;0
505884;39;0;94.2;3;20/07/2021;33.193;1;585;3;1;0
505885;42;1;193.2;8;19/10/2021;22.169;0;564;2;0;0
505886;19;0;300.2;5;11/02/2021;56.171;2;1010;1;1;0
505887;57;0;46.1;1;8/08/2021;43.65;1;620;0;0;0
505888;29;1;56.5;1;19/04/2021;53.675;2;730;0;1;0
505889;38;1;74;3;20/03/2021;27.34;0;773;0;1;0
505890;46;0;171.8;3;8/07/2021;54.871;2;887;1;0;0
505891;24;1;375.4;14;1/06/2021;20.703;2;587;2;0;0
505892;29;0;35.8;1;21/08/2021;34.01;1;956;0;0;0
505893;38;0;408.1;16;26/04/2021;23.214;0;676;0;1;0
505894;70;0;74.6;2;28/10/2021;56.701;1;731;1;0;1
505895;40;0;664;10;29/01/2021;75.882;1;1076;0;1;0
505896;55;1;318.3;8;11/11/2021;42.169;2;606;0;0;0
505897;50;0;89;5;11/01/2021;18.383;0;910;0;0;0
505898;40;0;89.5;4;26/09/2021;26.315;0;941;1;0;0
505899;24;1;2438.1;13;7/05/2021;141.348;1;816;1;1;0
505900;49;1;175.7;3;20/05/2021;51.067;1;719;2;0;0
505901;18;0;29.6;1;7/01/2021;27.707;0;1163;0;1;1
505902;55;0;507.1;6;14/09/2021;62.089;1;778;0;1;1
505903;38;0;90.6;3;2/03/2021;36.25;1;777;2;1;0
505904;18;0;113.3;1;29/08/2021;107.635;1;649;4;0;0
505905;32;1;258;7;22/09/2021;36.12;1;807;0;1;0
505906;44;1;78.9;3;5/11/2021;30.571;1;914;2;0;0
505907;33;0;145.8;4;16/09/2021;33.201;1;690;2;0;0
505908;45;0;108.4;4;21/04/2021;29.357;1;340;3;1;0
505909;26;0;109.6;4;27/09/2021;25.364;0;872;0;0;0
505910;20;1;31.8;2;29/10/2021;20.042;0;586;0;1;0
505911;35;0;220.2;5;26/04/2021;28.205;0;914;0;0;0
505912;36;0;51.4;1;15/02/2021;48.481;2;740;2;0;0
505913;32;1;130.3;3;21/11/2021;30.557;1;910;2;1;0
505914;51;1;78.9;4;23/02/2021;27.81;1;609;0;0;0
505915;26;0;150.1;5;5/08/2021;19.273;1;684;0;0;0
505916;40;0;138.8;3;28/03/2021;48.055;1;719;0;1;0
505917;37;0;413.8;6;15/02/2021;73.651;1;493;1;0;0
505918;18;1;23.3;2;11/10/2021;22.024;1;920;3;0;0
505919;20;0;142.4;8;22/02/2021;24.959;0;487;0;0;0
505920;36;0;36.8;2;2/09/2021;23.584;2;958;1;0;0
505921;60;1;117.2;3;10/09/2021;52.105;2;856;0;0;0
505922;43;0;62.8;1;22/01/2021;54.255;1;684;3;1;0
505923;18;0;123.8;4;5/03/2021;34.91;0;802;2;0;0
505924;18;1;38.5;2;17/10/2021;19.476;1;837;0;0;0
505925;45;0;318.9;7;5/07/2021;43.828;1;688;1;0;0
505926;35;1;124.7;7;14/02/2021;45.466;2;794;2;1;1
505927;50;1;111.8;3;28/12/2021;40.633;2;852;3;0;0
505928;25;0;110.7;3;7/04/2021;22.312;1;590;1;1;0
505929;40;1;82.2;3;2/01/2021;21.22;2;842;0;0;0
505930;46;1;137.8;7;4/12/2021;17.711;2;287;1;0;0
505931;31;1;122.6;2;7/01/2021;59.968;2;413;1;0;0
505932;31;1;336.4;4;21/07/2021;59.643;0;882;0;0;0
505933;36;0;58.1;3;29/12/2021;16.895;2;635;4;0;0
505934;43;0;69.7;3;30/07/2021;24.442;1;626;0;0;0
505935;36;1;51.4;2;2/08/2021;23.762;2;710;3;1;0
505936;48;0;197.2;3;22/05/2021;54.274;1;709;0;0;0
505937;30;0;49.3;1;16/02/2021;36.391;2;602;0;0;0
505938;20;0;97.3;2;29/07/2021;76.605;1;485;0;0;1
505939;60;0;230.7;7;24/11/2021;32.253;1;406;1;0;0
505940;29;1;47.3;2;3/02/2021;18.769;0;873;2;0;0
505941;29;1;128.9;6;18/11/2021;25.128;1;704;0;0;0
505942;35;1;87.6;4;1/06/2021;23.237;1;955;0;0;0
505943;37;0;487.8;6;15/07/2021;54.497;1;642;3;0;0
505944;31;0;444.8;5;2/03/2021;84.804;0;824;1;0;0
505945;36;1;250.6;7;15/08/2021;43.641;1;757;0;0;0
505946;36;0;137.5;8;8/03/2021;24.809;1;728;3;0;0
505947;38;1;113.4;3;10/04/2021;39.284;2;797;0;0;0
505948;18;1;149.9;11;21/09/2021;15.954;1;700;0;0;0
505949;59;0;491.4;11;19/01/2021;32.939;2;559;0;0;0
505950;34;0;110.7;8;13/06/2021;16.81;2;898;1;0;0
505951;43;1;322.8;6;6/08/2021;43.457;1;1067;0;1;0
505952;19;0;58.9;2;18/02/2021;29.924;1;1019;3;0;0
